,track_name,artist_name,track_id,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
172,God Gave Me Everything,Mick Jagger,020X55mawvXGASoewg14Dj,0.579,0.838,-4.783,0.0273,0.000164,0.00682,0.0634,0.695,128.889,4
173,What A Day,Nonpoint,0MNGa7b9CeHGWpbDBCtULC,0.52,0.731,-6.696,0.0391,0.000412,0.00929,0.127,0.393,96.993,4
174,When I'm Gone,3 Doors Down,3WbphvawbMZ8FyqDxYGdSQ,0.53,0.768,-5.611,0.0284,0.00385,0,0.103,0.374,148.095,4
175,Blurry,Puddle Of Mudd,6lSr3iZTC144PKhvbPFzMp,0.431,0.938,-4.507,0.0542,0.00805,0,0.138,0.523,157.462,4
176,By the Way,Red Hot Chili Peppers,1f2V8U1BiWaC9aJWmpOARe,0.451,0.97,-4.938,0.107,0.0264,0.00355,0.102,0.198,122.444,4
177,Headstrong,Trapt,1AEYT6VxrxXPMoQUxsY0E4,0.492,0.896,-5.819,0.117,0.000172,2.78e-06,0.189,0.534,184.981,4
178,The Middle,Jimmy Eat World,6GG73Jik4jUlQCkKg9JuGO,0.643,0.849,-5.428,0.0526,0.0371,0,0.058,0.903,162.152,4
179,Too Bad,Nickelback,2cCWbBmadLbKvr9xddC79R,0.598,0.808,-5.209,0.0388,0.00304,0,0.147,0.288,128.025,4
180,All My Life,Foo Fighters,6tsojOQ5wHaIjKqIryLZK6,0.577,0.604,-5.703,0.0495,0.000218,0.000579,0.477,0.637,167.719,4
181,Always,Saliva,7kpa6MWRrPaF3b6C0DgioK,0.363,0.906,-4.415,0.0615,0.0122,0,0.172,0.371,181.964,4
182,No One Knows,Queens of the Stone Age,6NvRxjfYkkT2SpirAlmsjH,0.507,0.588,-4.881,0.0641,0.0359,0.000129,0.373,0.637,170.889,4
183,Youth Of The Nation,P.O.D.,0UrWr7Jnu1heq1o99ZwUd0,0.563,0.86,-7.533,0.0621,0.00834,0.0106,0.39,0.517,97.867,4
184,The Red,Chevelle,1gyee1JuFFiP476LQpRMYU,0.509,0.843,-3.318,0.0488,0.000671,0.000803,0.348,0.332,140.055,3
185,You Know You're Right,Nirvana,5O8L4I2S4izFGDjvP7xAKv,0.289,0.716,-6.53,0.106,0.0407,0.00123,0.135,0.344,168.049,4
186,For You,Staind,464HG7mt7NNKtKY0Hco8Y8,0.318,0.958,-2.683,0.442,0.0603,4.68e-06,0.0981,0.3,163.089,4
187,Wasting My Time,Default,5dpAN1mjFPL38kh9kWsCiw,0.449,0.776,-5.594,0.0322,0.00171,0,0.0698,0.198,148.11,4
188,Fine Again,Seether,4eTIe5eqds88bA9ua6p5p6,0.442,0.855,-2.985,0.0288,0.00049,0.0137,0.273,0.363,175.543,4
189,Aerials,System of a Down,4e9eGQYsOiBcftrWXwsVco,0.364,0.922,-4.217,0.0567,0.000915,0.0346,0.0697,0.227,79.342,4
190,She Hates Me,Puddle of Mudd,16DhvbuyvJob4Q9GHNYu2n,0.58,0.748,-5.433,0.0323,0.00935,0,0.753,0.584,109.781,4
191,One Last Breath,Creed,42T2QQv3xgBlpQxaSP7lnK,0.386,0.677,-5.83,0.0346,0.00841,0.00366,0.341,0.195,126.602,4
192,I Stand Alone,Godsmack,44NRdYQw7P0GWuiunRv3hr,0.217,0.92,-4.479,0.0628,2.86e-05,0,0.102,0.376,167.169,4
193,Last Nite,The Strokes,3SUusuA9jH1v6PVwtYMbdv,0.624,0.899,-5.709,0.0296,0.0221,0.000137,0.0975,0.79,104.061,4
194,First Date,Blink-182,1fJFuvU2ldmeAm5nFIHcPP,0.579,0.928,-4.344,0.0411,0.000715,0,0.18,0.882,95.594,4
195,Poem,Taproot,7mQwxVogsnpR3h6AJLQLlR,0.364,0.912,-2.968,0.107,0.000104,0.0025,0.086,0.666,105.368,4
196,Bother,Stone Sour,0AfIsqZ4gTUg9CwwW2jLeK,0.272,0.281,-7.634,0.0287,0.388,2.29e-05,0.158,0.141,89.914,4
197,Prayer,Disturbed,3HGctlDltHdllOSTogGKhJ,0.65,0.914,-4.672,0.0716,0.000642,1.23e-06,0.0251,0.586,99.107,4
198,Never Again,Nickelback,3K8rbysInYs6bEhMGgm0wh,0.592,0.907,-3.651,0.0541,0.000428,2.09e-05,0.0681,0.919,135.674,4
199,Defy You,The Offspring,5VBVIcMh6CWy8szP3U0Ttp,0.491,0.841,-3.651,0.0387,0.000609,2.4e-06,0.131,0.669,92.297,4
200,Seein' Red,Unwritten Law,2Am5FcMvdx4u4QAnQAwjVH,0.49,0.74,-5.369,0.0319,0.039,0,0.13,0.282,103.032,4
201,Remember,Disturbed,3i8TstjJck3vHAohHEfgCh,0.421,0.878,-3.545,0.0799,0.00281,1.23e-05,0.0589,0.517,164.161,4
202,Running Away,Hoobastank,6xdSzlVVKW3fQidPxBImTG,0.514,0.819,-5.475,0.0418,0.00101,1.67e-06,0.195,0.488,100.4,3
203,Cochise,Audioslave,1TDk2Jmi4dVZhm2dum3Jim,0.452,0.873,-4.867,0.0613,0.000519,0,0.0592,0.433,80.473,4
204,Nice To Know You,Incubus,77eRSoQbDt4qHlAhUqovmy,0.515,0.864,-5.384,0.0478,0.00182,7.32e-05,0.108,0.232,153.966,4
205,Clocks,Coldplay,0BCPKOYdS2jbQ8iyB56Zns,0.577,0.749,-7.215,0.0279,0.599,0.0115,0.183,0.255,130.97,4
206,One Little Victory,Rush,7CI5bgWO8RzDbiKOCN8407,0.463,0.951,-4.768,0.0472,2.23e-06,0.537,0.0464,0.591,130.064,4
207,Here to Stay,Korn,5NHTtXGCdO7ul16xr0q93w,0.564,0.947,-4.998,0.0448,7.81e-06,0.828,0.373,0.351,100.002,4
208,She Loves Me Not,Papa Roach,1eRgyfyizDWISeS99kwLNC,0.598,0.955,-4.52,0.0916,0.00122,0,0.243,0.402,119.126,4
209,Toxicity,System of a Down,0snQkGI5qnAmohLE7jTsTn,0.413,0.873,-4.151,0.0536,0.000264,0.00249,0.204,0.48,116.68,3
210,Die Another Day,Madonna,7DUpuAzGUyJaJB3p9BC3Ms,0.792,0.797,-5.166,0.0901,0.062,0.00325,0.0896,0.491,123.993,4
211,Demon Speeding,Rob Zombie,605hJIiMrdsUjr4Vx4BFD6,0.549,0.81,-4.001,0.0328,0.000298,2.89e-06,0.156,0.41,133.985,4
212,Lateralus,Tool,7tvuLLroI0n6uYBWuFig5d,0.387,0.677,-8.399,0.084,0.00108,0.871,0.101,0.371,172.812,3
213,Sweetness,Jimmy Eat World,429IbFR4yp2J81CeTwF5iY,0.487,0.898,-4.436,0.038,0.00305,0,0.26,0.597,135.331,4
214,Up All Night,Unwritten Law,5eUVeZUTwZ72FveDcvPpFe,0.627,0.952,-2.889,0.0724,0.00547,0,0.18,0.598,108.301,4
215,Underneath Your Clothes,Shakira,15f8Cv8RXUlOOCIf2oaceN,0.616,0.597,-5.328,0.0415,0.691,0,0.104,0.362,165.508,4
216,Dreamer,Ozzy Osbourne,78PKCefXwDLbl4FVO1Pjzh,0.493,0.636,-7.408,0.0256,0.0629,2.49e-06,0.0921,0.279,79.419,4
217,The Way You Like It,Adema,6adhpSbrhat9S0WEVjf4HP,0.424,0.936,-4.541,0.147,0.000249,0,0.0707,0.761,164.175,4
218,Warning,Incubus,3svBKSy1pru9EEvnRrNqzf,0.504,0.522,-8.297,0.0259,0.00143,0.000236,0.0958,0.222,81.047,4
219,Adriana,Headstrong,7LoXz9IxgbiXYSjUNSx95c,0.545,0.967,-4.536,0.0745,0.00564,2e-05,0.397,0.694,149.693,4
220,Downfall,TRUSTcompany,76xddM2irVQCbuBoVbaElZ,0.31,0.94,-3.395,0.106,0.000106,2.21e-06,0.205,0.454,128.682,5
221,Not Falling,Mudvayne,0ss3ny5ZmAYMpTWJDLgnV8,0.438,0.984,-5.012,0.143,2.97e-05,0.0758,0.0572,0.32,129.921,4
222,Lonely Road Of Faith,Kid Rock,3HkBKk880ppo4f2wYlRaie,0.589,0.703,-5.489,0.0313,0.239,0.000717,0.0701,0.499,80.121,4
223,"Swing, Swing",The All-American Rejects,003FTlCpBTM4eSqYSWPv4H,0.553,0.717,-5.857,0.0318,6.48e-05,0.128,0.0385,0.318,127.947,4
224,Keep Fishin',Weezer,1ljTFrbwY1ojpfd6bAmPTZ,0.354,0.773,-5.37,0.0469,7.82e-05,5.63e-05,0.127,0.721,131.569,4
225,The Zephyr Song,Red Hot Chili Peppers,1ndGB6rvxKYN9seCYO1dTF,0.725,0.803,-4.083,0.0337,0.013,3.66e-05,0.0891,0.403,117.391,4
226,Still Waiting,Sum 41,2OMqSRS11ly56zg9u5za6c,0.431,0.95,-4.918,0.26,0.00105,3.63e-05,0.272,0.56,191.936,4
227,Someday,The Strokes,7hm4HTk9encxT0LYC0J6oI,0.539,0.521,-7.46,0.0299,0.00425,0,0.367,0.679,106.035,4
228,Thoughtless,Korn,6HlFxHQ5nn6HYGxOOYIrLm,0.593,0.933,-4.894,0.119,0.000445,0.384,0.068,0.497,153.993,4
229,Weathered,Creed,33P0xVFGIPfCB2ZBCTGTY9,0.417,0.935,-4.658,0.0547,0.000968,4.18e-06,0.228,0.318,143.893,4
230,Lose Yourself,Eminem,77Ft1RJngppZlq59B6uP0z,0.689,0.735,-4.545,0.267,0.00922,0.00072,0.365,0.059,171.403,4
231,Innervision,System of a Down,0Xmbtw7NhNiDnL4BWy5wDh,0.445,0.953,-2.267,0.099,0.000201,0.0244,0.357,0.233,120.013,4
232,Get Away,Earshot,0jPVRBr2r1q5EzHhT1313i,0.284,0.852,-5.135,0.18,0.000975,0.00625,0.581,0.473,103.067,5
233,I Am Mine,Pearl Jam,79pY2Z5eFvXMt9bSdHLrnA,0.323,0.728,-5.416,0.0321,0.00394,0.000447,0.102,0.489,161.586,3
234,Tomorrow,SR-71,395b9mfjEHhWfb9YAWMmsl,0.383,0.877,-4.362,0.0355,3.9e-05,0.00596,0.224,0.168,92.943,4
235,The Taste Of Ink,The Used,5jZ1Z2GFTf2gwmFc3qiUxs,0.541,0.904,-3.001,0.0435,0.00143,0,0.193,0.541,98.122,4
236,Down,Socialburn,2iMOJWpz8UudWDBqHpOzwC,0.567,0.913,-5.22,0.0581,5.11e-05,0.000398,0.113,0.625,129.799,4
237,Sk8er Boi,Avril Lavigne,00Mb3DuaIH1kjrwOku9CGU,0.487,0.9,-4.417,0.0482,6.79e-05,0,0.358,0.484,149.937,4
238,Alone I Break,Korn,2f1BjAVy4k8B3pB4qBntHj,0.614,0.707,-5.484,0.0519,0.00247,0.0975,0.101,0.711,159.976,4
239,Sound of the Underground,Girls Aloud,25Mn17RDbdJHiKL5SEhLnL,0.577,0.854,-5.871,0.0379,0.00315,6.42e-05,0.323,0.869,163.921,4
240,The One,Foo Fighters,1UbZVvN4mSOmDvn4er7IKB,0.511,0.95,-4.155,0.0725,0.001,1.44e-05,0.079,0.514,162.072,4
241,Deny,Default,6oKI26bh1VZcBe3SQNM2ZT,0.569,0.815,-4.285,0.0306,0.0156,4.98e-06,0.161,0.329,107.938,4
242,Drowning,Crazy Town,0HApP7IdQsjGo39gUbeZo9,0.543,0.928,-4.117,0.0382,0.000497,0,0.274,0.404,94.985,4
243,Where Are You Going,Dave Matthews Band,5EjZXJ4nVpw7uI6eso1SFS,0.444,0.583,-8.121,0.0259,0.5,0.15,0.105,0.258,97.492,4
244,Get Over It,OK Go,0SLOiJClXkAZluClYpke95,0.389,0.767,-4.314,0.149,0.00127,0,0.435,0.544,184.926,4
245,Innocent,Our Lady Peace,5mFyCVEII6mp5YPPYQfTck,0.391,0.896,-4.902,0.0683,0.000443,0,0.0774,0.791,178.056,4
246,Little by Little,Oasis,45AQ5zbSJ0j1nM9daSWeq8,0.405,0.632,-5.132,0.0273,0.0316,0.00251,0.112,0.141,145.936,4
247,Soak Up the Sun,Sheryl Crow,215JYyyUnrJ98NK3KEwu6d,0.717,0.733,-4.985,0.0427,0.0398,0,0.136,0.713,119.996,4
248,Live Again,Sevendust,175ChiEZL1w8ZdG6JhGQHp,0.463,0.954,-3.17,0.0856,0.000688,0,0.381,0.43,92.052,4
249,Colourblind,Darius,4GPwz80qwxmxX2D2vujUnR,0.737,0.652,-4.393,0.0335,0.038,0,0.0699,0.881,108.175,4
250,All You Wanted,Michelle Branch,0kr6d8wHDQPlzuET33NVn6,0.499,0.72,-9.101,0.0286,0.00466,0.00303,0.122,0.652,96.103,4
251,Hate to Say I Told You So,The Hives,6xxXrNJnnsQNLdgNk8S4y8,0.451,0.929,-5.021,0.0549,0.00109,0.00785,0.442,0.378,135.767,4
252,My Friends Over You,New Found Glory,4pImG3RdbaGfanzQOTFgyr,0.404,0.98,-4.038,0.107,0.000193,0,0.0742,0.433,177.793,4
253,Without Me,Eminem,7lQ8MOhq6IN2w8EYcFNSUk,0.908,0.669,-2.827,0.0738,0.00286,0,0.237,0.662,112.238,4
254,If Tomorrow Never Comes,Ronan Keating,40dCbY0oJsG2ZdvaGVB34d,0.555,0.496,-6.136,0.028,0.333,0,0.0956,0.27,79.01,4
255,Get Free,The Vines,1JcGNoiwifg0MdJMVgJQYx,0.502,0.978,-3.278,0.0649,0.000163,1.27e-06,0.287,0.603,138.811,4
256,The Hindu Times,Oasis,7IuCCezGsyTH9LU4IVL57s,0.416,0.939,-3.247,0.0473,1.09e-05,1.05e-05,0.753,0.36,113.926,4
257,Somewhere Out There,Our Lady Peace,6fQJg7MdQssgZJDhTJtFtd,0.388,0.746,-5.306,0.0317,0.000555,0,0.0719,0.459,159.707,4
258,No Light,3rd Strike,7besrAUl8Im2IRtzLBTZn5,0.444,0.859,-4.962,0.0484,0.0075,4.32e-05,0.24,0.394,99.655,4
259,Remember Me,Hoobastank,7hTpxUx9VhvBqbQKfHhJE0,0.459,0.936,-5.863,0.0991,0.000382,0,0.311,0.258,168.945,4
260,So Far Away,Staind,6FOpPA0a80RuBqqgDozvja,0.407,0.896,-2.935,0.063,0.012,0,0.196,0.156,138.697,3
261,Headstrong,Trapt,1AEYT6VxrxXPMoQUxsY0E4,0.492,0.896,-5.819,0.117,0.000172,2.78e-06,0.189,0.534,184.981,4
262,Like a Stone,Audioslave,3YuaBvuZqcwN3CEAyyoaei,0.614,0.568,-5.477,0.0276,0.00797,0,0.0997,0.516,107.849,4
263,Numb,Linkin Park,2nLtzopw4rPReszdYBJU6h,0.496,0.863,-4.153,0.0381,0.0046,0,0.639,0.243,110.018,4
264,No One Knows,Queens Of The Stone Age,6NvRxjfYkkT2SpirAlmsjH,0.507,0.588,-4.881,0.0641,0.0359,0.000129,0.373,0.637,170.889,4
265,Figured You Out,Nickelback,1Yuim9eHBfG8YUJII28XDF,0.544,0.867,-5.527,0.0517,2.63e-05,0.0165,0.266,0.726,93.925,4
266,Faint,Linkin Park,4Yf5bqU3NK4kNOypcrLYwU,0.554,0.978,-3.554,0.131,0.111,0,0.0731,0.594,135.095,4
267,Somewhere I Belong,Linkin Park,3agtg0x11wPvLIWkYR39nZ,0.451,0.951,-3.754,0.0645,0.00038,2.39e-06,0.261,0.442,162.065,4
268,Always,Saliva,7kpa6MWRrPaF3b6C0DgioK,0.363,0.906,-4.415,0.0615,0.0122,0,0.172,0.371,181.964,4
269,I Hate Everything About You,Three Days Grace,0M955bMOoilikPXwKLYpoi,0.498,0.83,-5.157,0.0421,0.00461,0,0.139,0.453,89.342,4
270,Send the Pain Below,Chevelle,6dRAAG4sB71NAtVCHJep7s,0.468,0.851,-3.617,0.0398,0.000281,0.00483,0.0644,0.293,92.079,4
271,Hit That,The Offspring,3lfmqF0ULXRHlWxBeaHo3t,0.704,0.809,-3.045,0.0321,0.0233,0,0.0596,0.962,131.952,4
272,Someday,Nickelback,4PkJ7c9y1CwpuVOiJODnCZ,0.455,0.858,-5.659,0.0391,0.000616,0.000247,0.226,0.597,163.118,4
273,Bring Me to Life,Evanescence,0COqiPhxzoWICwFCS4eZcp,0.331,0.943,-3.188,0.0698,0.00721,2.06e-06,0.242,0.296,94.612,4
274,Fine Again,Seether,4eTIe5eqds88bA9ua6p5p6,0.442,0.855,-2.985,0.0288,0.00049,0.0137,0.273,0.363,175.543,4
275,The Red,Chevelle,1gyee1JuFFiP476LQpRMYU,0.509,0.843,-3.318,0.0488,0.000671,0.000803,0.348,0.332,140.055,3
276,Weak and Powerless,A Perfect Circle,7gDVjl5fEw2OPAtjbW4LzR,0.483,0.841,-7.494,0.0523,0.000172,0.861,0.108,0.13,159.747,3
277,I Am The Highway,Audioslave,3bwAS8cN7Xtzvv5UurJOOX,0.341,0.662,-5.023,0.0335,0.105,0,0.113,0.2,174.875,4
278,Away from Me,Puddle of Mudd,0UGsSjbp8vhm8QfNOIdmMy,0.388,0.943,-2.927,0.104,0.000306,0,0.168,0.162,154.721,4
279,Poem,Taproot,7mQwxVogsnpR3h6AJLQLlR,0.364,0.912,-2.968,0.107,0.000104,0.0025,0.086,0.666,105.368,4
280,Still Frame,Trapt,114bGIxUrj6vnZwWEfEdMP,0.445,0.932,-4.739,0.316,0.000866,0,0.108,0.51,113.945,4
281,The Outsider,A Perfect Circle,6CqYhhUPJORx1vvdTNc8jv,0.328,0.843,-6.644,0.0887,0.000111,0.801,0.0496,0.422,113.329,4
282,One Thing,Finger Eleven,2BepFzUWfczDk68DXj10w3,0.588,0.555,-9.401,0.0334,0.447,0,0.0806,0.445,151.991,4
283,Remember,Disturbed,3i8TstjJck3vHAohHEfgCh,0.421,0.878,-3.545,0.0799,0.00281,1.23e-05,0.0589,0.517,164.161,4
284,Weathered,Creed,33P0xVFGIPfCB2ZBCTGTY9,0.417,0.935,-4.658,0.0547,0.000968,4.18e-06,0.228,0.318,143.893,4
285,45,Shinedown,420JGkyLfLUZcgBHKiIK9v,0.446,0.657,-4.494,0.0262,0.0022,0,0.189,0.215,152.132,3
286,Just Because,Jane's Addiction,3k6L0H08zSY5yRDgqI8fqx,0.369,0.996,-1.531,0.0931,3.83e-05,0.14,0.249,0.209,98.162,4
287,I Believe in a Thing Called Love,The Darkness,756CJtQRFSxEx9jV4P9hpA,0.442,0.846,-5.214,0.0764,0.0538,4.71e-06,0.282,0.622,128.235,4
288,Still Waiting,Sum 41,2OMqSRS11ly56zg9u5za6c,0.431,0.95,-4.918,0.26,0.00105,3.63e-05,0.272,0.56,191.936,4
289,Straight Out of Line,Godsmack,0bKZa2zldftYPRrSRscmG2,0.245,0.96,-4.719,0.175,0.000184,0.00268,0.0718,0.372,184.042,1
290,Meant to Live,Switchfoot,2md2i5QvelRFnafpnd6LOg,0.397,0.903,-4.577,0.0457,0.00575,1.6e-06,0.362,0.556,151.551,4
291,"Swing, Swing",The All-American Rejects,003FTlCpBTM4eSqYSWPv4H,0.553,0.717,-5.857,0.0318,6.48e-05,0.128,0.0385,0.318,127.947,4
292,Show Me How to Live,Audioslave,1Qdnvn4XlmZANCVy3XjrQo,0.433,0.854,-3.868,0.0483,0.000336,0.000177,0.162,0.368,89.4,4
293,Behind Blue Eyes,Limp Bizkit,1MTQHCpraD4S8g5PAFKzoj,0.595,0.489,-6.66,0.0271,0.497,0,0.119,0.0902,120.315,4
294,Clocks,Coldplay,0BCPKOYdS2jbQ8iyB56Zns,0.577,0.749,-7.215,0.0279,0.599,0.0115,0.183,0.255,130.97,4
295,Think Twice,Eve 6,0SqgZ5KpfX24W8ZeGzOle2,0.526,0.84,-4.159,0.0342,0.00292,0,0.272,0.433,93.972,4
296,Re-Align,Godsmack,5QxSNwBnEmCOUyos3iMjmd,0.403,0.963,-3.051,0.057,2.65e-05,2.36e-06,0.112,0.323,101.104,4
297,Price to Play,Staind,6WV1sNIE0gG9cIdQ27vuvI,0.41,0.922,-1.906,0.0499,3.1e-05,0.000343,0.189,0.327,109.511,4
298,St. Anger,Metallica,3fOc9x06lKJBhz435mInlH,0.249,0.949,-2.642,0.0678,0.00131,0.0228,0.0953,0.498,185.252,4
299,Not Falling,Mudvayne,0ss3ny5ZmAYMpTWJDLgnV8,0.438,0.984,-5.012,0.143,2.97e-05,0.0758,0.0572,0.32,129.921,4
300,All the Things She Said,t.A.T.u.,4bJygwUKrRgq1stlNXcgMg,0.603,0.834,-5.766,0.0417,0.0411,0.00609,0.105,0.376,89.957,4
301,Times Like These,Foo Fighters,67vYdAAM3oGsEImCRfbtsF,0.376,0.908,-3.793,0.0879,1.4e-05,1.4e-05,0.241,0.266,144.581,4
302,In This Diary,The Ataris,3B9W8NK6FiaNZCZFIzLdwo,0.566,0.832,-4.644,0.0603,0.00505,0,0.127,0.86,175.028,4
303,The Boys of Summer,The Ataris,5BmagRD7Thki6O1zZwbxBy,0.251,0.954,-2.879,0.0691,0.000674,0.000132,0.0975,0.264,191.059,4
304,Feeling This,Blink-182,26AYR77170U49cMcXB7aRV,0.411,0.962,-5.952,0.0917,0.103,0,0.529,0.622,173.143,4
305,How About You,Staind,4Q1XmQnyT8ZqQBYVu16mPi,0.277,0.949,-2.596,0.171,0.000231,0,0.149,0.204,114.616,4
306,Stupid Girl,Cold,40u9RFyKQfXwpPjFzK1bGO,0.43,0.868,-4.44,0.0639,0.000119,0.000389,0.0836,0.164,138.807,3
307,Innervision,System Of A Down,0Xmbtw7NhNiDnL4BWy5wDh,0.445,0.953,-2.267,0.099,0.000201,0.0244,0.357,0.233,120.013,4
308,Closure,Chevelle,3wwoB2eYeGnuOSuIYqXEdl,0.289,0.736,-3.38,0.0369,0.00087,0.00395,0.0636,0.13,152.158,3
309,The Hell Song,Sum 41,17XgxMFNzBYv38TEJRC18D,0.359,0.935,-5.529,0.0817,0.000143,0.0141,0.351,0.658,173.429,4
310,Dosed,Red Hot Chili Peppers,1iFIZUVDBCCkWe705FLXto,0.571,0.8,-4.131,0.0292,0.0101,7.29e-05,0.111,0.335,104.377,4
311,Mad World,Michael Andrews,0LuVpXVTaWY9Un2w9GkXjf,0.346,0.133,-11.954,0.0339,0.966,1.11e-05,0.109,0.332,174.291,4
312,Buried Myself Alive,The Used,746bHsY27aWTMYpoxqECOm,0.26,0.923,-5.023,0.157,0.00108,0,0.763,0.387,170.605,4
313,Fall Back Down,Rancid,3pdHJCTk85ls2SGGXIJ7XH,0.525,0.989,-1.438,0.0527,0.00244,0,0.123,0.504,104.069,4
314,Do You Call My Name,RA,5w0jXRvylCbWxFrJx2H1Fl,0.438,0.942,-5.19,0.0575,0.00125,1.01e-06,0.421,0.511,91.299,4
315,Liberate,Disturbed,2tMLPDIY5H1zICjyDLMXeT,0.549,0.99,-4.358,0.0752,3.78e-05,0.000837,0.343,0.493,124.075,4
316,My Immortal,Evanescence,4UzVcXufOhGUwF56HT7b8M,0.19,0.265,-9.206,0.0356,0.863,0,0.134,0.101,79.012,4
317,It's My Life,No Doubt,2fOxxLz9JVe53itq6pfBak,0.606,0.75,-4.535,0.0306,0.00264,0.000788,0.321,0.771,126.316,4
318,World So Cold,Mudvayne,0iZbC7hLkOdBhewWb4nqff,0.364,0.843,-5.796,0.107,0.00126,0.00179,0.0989,0.396,138.128,1
319,Bottom of a Bottle,Smile Empty Soul,3EmNjy3zFszmAOCikiKxCd,0.542,0.838,-5.198,0.0392,0.00216,2.05e-06,0.0829,0.423,106.044,4
320,A Praise Chorus,Jimmy Eat World,0n7d3no0cHnsnkgfFzDuj4,0.461,0.936,-5.296,0.0678,0.0249,8.63e-06,0.222,0.484,184.184,4
321,Serenity,Godsmack,21GwG8Alj5Duat0I0IkE9R,0.684,0.659,-5.713,0.0234,0.027,5.9e-06,0.15,0.319,110.159,4
322,Unwell,matchbox twenty,6Bm6qUCSatPAqkQllFL7oA,0.256,0.788,-5.263,0.0403,0.0298,0,0.707,0.429,80.718,4
323,Time Is Running Out,Muse,2takcwOaAZWiXQijPHIx7B,0.585,0.842,-5.883,0.0556,0.00242,0.00686,0.0866,0.428,118.211,4
324,Rest Of My Life,Unwritten Law,1WSfhKS5idQJwgVkfOe0cR,0.532,0.823,-3.775,0.031,0.0299,2.75e-06,0.15,0.46,95.955,4
325,Suffocate,Cold,5C5TS7hQesbPAcWjX8av8z,0.537,0.913,-4.344,0.0374,0.00158,0,0.163,0.578,99.969,4
326,Take It Off,The Donnas,6QyBIZEvs11K9lKjyLYtv6,0.412,0.951,-3.371,0.0548,2.61e-06,0.00239,0.0958,0.333,158.78,4
327,Hysteria,Muse,7xyYsOvq5Ec3P4fr6mM9fD,0.412,0.92,-4.852,0.0575,0.000456,0.0026,0.11,0.455,93.162,4
328,Set Me Free,Velvet Revolver,5v5ZwMuil1RWGFpUkl7Zh8,0.386,0.984,-5.294,0.107,0.00024,0.765,0.332,0.226,163.053,4
329,Going Under,Evanescence,3UygY7qW2cvG9Llkay6i1i,0.37,0.858,-4.885,0.0545,0.00815,2.12e-05,0.229,0.464,175.077,4
330,The Scientist,Coldplay,75JFxkI2RXiU7L9VXzMkle,0.557,0.442,-7.224,0.0243,0.731,1.46e-05,0.11,0.213,146.277,4
331,Inhale,Stone Sour,5wJxZ9YBm653xHNPC6BnRk,0.344,0.806,-4.111,0.0316,0.000306,2.57e-05,0.35,0.286,94.366,4
332,Bandages,Hot Hot Heat,75pMEcHJjLRv0O8MHxQvdg,0.376,0.947,-3.778,0.0902,0.00757,0,0.107,0.859,150.212,4
333,Diamonds And Guns,Transplants,78oeeGkqmsr6r6AlW0x69d,0.582,0.925,-3.15,0.182,0.0341,0.000116,0.579,0.701,171.543,4
334,Silver and Cold,AFI,6RGV97HIkgZJjme2dzilfg,0.412,0.839,-4.543,0.0369,0.00258,7.1e-06,0.333,0.37,130.09,1
335,Fly from the Inside,Shinedown,6kPDxVwJH5YtKeytA2rA6M,0.482,0.916,-4.557,0.0473,3.51e-05,0.000588,0.0474,0.385,96.101,4
336,Frantic,Metallica,09NpqcWK5TLI86HbHv3N0L,0.483,0.978,-3.063,0.0882,0.00497,0.125,0.0782,0.563,161.764,4
337,Imprint,DoubleDrive,4X6re6ysXxwcxSYXkLzYov,0.574,0.871,-5.854,0.0477,0.00254,0.0001,0.0807,0.376,116.931,4
338,Jump,Girls Aloud,4VZxKuQCVJbQMoB5lg7Ps7,0.658,0.826,-6.031,0.0346,0.00189,0.00275,0.0492,0.795,134.465,4
339,Go with the Flow,Queens of the Stone Age,45DElIx0dXqUH4A88yQFdE,0.242,0.992,-3.9,0.0988,0.0148,0.113,0.833,0.374,159.37,4
340,All in the Suit That You Wear,Stone Temple Pilots,17Nk1aji6gd26vabky7fMi,0.429,0.983,-2.962,0.0617,1.94e-05,0.0176,0.312,0.579,122.881,4
341,The Only,Static-X,35ZmCVnfYRdK1iLGCxNhMa,0.428,0.979,-2.929,0.225,7.04e-05,0,0.129,0.292,104.84,4
342,Running From Me,TRUSTcompany,6k9P9bb84TAtsnfOQz2OCj,0.417,0.828,-3.662,0.0693,0.000681,0.000725,0.068,0.357,159.686,4
343,Here without You,3 Doors Down,3NLrRZoMF0Lx6zTlYqeIo4,0.557,0.533,-6.817,0.0252,0.0492,0,0.205,0.233,143.994,4
344,American Life,Madonna,1YhiWWFrbdd3kAVhSYDhZ7,0.787,0.583,-7.16,0.176,0.0438,0,0.282,0.706,101.96,4
345,Farther,Outspoken,0Ypyuft5qLGCO2x0JqNvJu,0.581,0.793,-6.43,0.0293,4.11e-05,0.233,0.0917,0.232,106.954,4
346,Hey Ya!,OutKast,2PpruBYCo4H7WOBJ7Q2EwM,0.727,0.974,-2.261,0.0664,0.103,0.000532,0.174,0.965,79.526,4
347,Mine,Taproot,3BKcnIM3XX5OCKCNmVlL5Z,0.482,0.931,-2.835,0.0839,0.00347,0.0156,0.332,0.42,158.463,4
348,Girl's Not Grey,AFI,3fttmSWGThBQTNkuHMoCTN,0.389,0.905,-4.494,0.0354,0.00844,0.00016,0.124,0.672,121.836,4
